# ----------------------------------------,,,,,,,
# www.photo-a-day.org,,,,,,,
# Pages,,,,,,,
# 20050601-20161006,,,,,,,
# ----------------------------------------,,,,,,,
,,,,,,,
Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/PhotoDetail.aspx?date=04/09/2009,2,2,0:00:10,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=04/10/2009,2,2,0:00:12,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=04/12/2009,2,2,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=04/14/2009,2,2,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=04/20/2006,2,1,0:00:08,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=04/20/2009,2,2,0:00:13,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=05/01/2009,2,2,0:00:10,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=05/05/2009,2,2,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=05/07/2009,2,2,0:00:14,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=05/08/2009,2,2,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=05/11/2008,2,1,0:03:31,0,0.00%,50.00%,$0.00 
/PhotoDetail.aspx?date=05/18/2008,2,2,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=05/19/2009,2,2,0:00:12,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=05/23/2009,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=05/24/2009,2,2,0:00:15,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=05/31/2009,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=05/01/2009,2,2,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=05/02/2009,2,2,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/02/2009,2,2,0:00:08,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/03/2009,2,2,0:00:14,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/04/2009,2,2,0:00:15,0,0.00%,50.00%,$0.00 
/PhotoDetail.aspx?date=06/06/2009,2,2,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/07/2009,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/11/2006,2,2,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/16/2009,2,1,0:00:14,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/18/2006,2,2,0:00:08,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/18/2009,2,2,0:00:14,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/20/2009,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/22/2009,2,2,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/23/2007,2,2,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/27/2007,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/28/2009,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/15/2005,2,2,0:00:12,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/16/2007,2,2,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/17/2007,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/18/2007,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/19/2007,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/21/2007,2,2,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/23/2007,2,2,0:00:08,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/24/2007,2,2,0:00:10,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/25/2007,2,2,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/26/2007,2,2,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/27/2007,2,2,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/28/2007,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/29/2007,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/05/2007,2,1,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/06/2007,2,1,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/13/2008,2,2,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/15/2007,2,2,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/15/2009,2,2,0:00:09,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/18/2007,2,2,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/22/2008,2,2,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/26/2008,2,2,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=07/29/2009,2,2,0:00:04,0,0.00%,50.00%,$0.00 
/PhotoDetail.aspx?date=07/30/2006,2,2,0:00:08,0,0.00%,50.00%,$0.00 
/PhotoDetail.aspx?date=07/30/2009,2,2,0:00:59,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/02/2009,2,2,0:00:16,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/03/2009,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/04/2009,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/05/2009,2,2,0:00:09,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/06/2009,2,2,0:00:08,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/07/2009,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/08/2009,2,2,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/12/2009,2,2,0:00:10,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/15/2009,2,2,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/17/2009,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/18/2009,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/19/2009,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/20/2009,2,2,0:00:13,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/22/2009,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/23/2009,2,2,0:00:08,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/28/2009,2,2,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/29/2009,2,2,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/31/2009,2,2,0:00:11,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/05/2007,2,2,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/09/2006,2,2,0:00:08,0,0.00%,50.00%,$0.00 
/PhotoDetail.aspx?date=08/12/2005,2,2,0:00:13,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/24/2009,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/01/2009,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/02/2009,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/03/2006,2,2,0:00:09,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/03/2009,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/04/2009,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/05/2009,2,2,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/08/2009,2,2,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/09/2006,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/09/2009,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/10/2009,2,2,0:00:09,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/11/2009,2,2,0:00:14,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/12/2005,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/12/2009,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/13/2008,2,2,0:00:11,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/13/2009,2,2,0:00:09,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/14/2005,2,2,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/15/2005,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/16/2005,2,2,0:00:08,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/16/2009,2,2,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/17/2009,2,2,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/18/2005,2,2,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/18/2009,2,2,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/19/2005,2,2,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/20/2005,2,2,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/21/2005,2,2,0:00:15,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/22/2005,2,2,0:00:01,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/23/2005,2,2,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/23/2009,2,2,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/24/2005,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/25/2005,2,2,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/25/2009,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/26/2005,2,2,0:00:01,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/27/2005,2,2,0:00:01,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/28/2005,2,2,0:00:01,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/29/2005,2,2,0:00:01,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/29/2007,2,2,0:00:03,0,0.00%,50.00%,$0.00 
/PhotoDetail.aspx?date=09/30/2005,2,2,0:00:01,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/30/2007,2,2,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/30/2009,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/02/2007,2,1,0:00:10,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/06/2009,2,2,0:00:10,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/08/2009,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/13/2009,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/14/2009,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/15/2009,2,2,0:00:09,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/26/2009,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/01/2005,2,2,0:00:01,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/02/2005,2,2,0:00:01,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/03/2005,2,2,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/04/2005,2,2,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/05/2005,2,2,0:00:01,0,0.00%,50.00%,$0.00 
/PhotoDetail.aspx?date=10/05/2009,2,2,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/06/2009,2,2,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/07/2009,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/08/2006,2,2,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/09/2009,2,2,0:00:08,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/09/2010&ref=nf,2,2,0:00:12,2,50.00%,50.00%,$0.00 
/PhotoDetail.aspx?date=10/10/2009,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/12/2009,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/13/2009,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/14/2009,2,2,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/15/2009,2,2,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/16/2009,2,2,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/20/2009,2,2,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/21/2009,2,2,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/22/2005,2,2,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/23/2009,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/25/2008,2,2,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/13/2009,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/16/2009,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/22/2009,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/23/2009,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/28/2009,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/11/2007,2,2,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/20/2008,2,1,0:01:15,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/24/2005,2,2,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/04/2009,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/09/2009,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/10/2009,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/11/2009,2,2,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/13/2009,2,2,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/17/2009,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/20/2009,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/21/2009,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/27/2009,2,2,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/28/2009,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/29/2009,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/30/2008,2,1,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/02/2006,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/20/2006,2,1,0:00:47,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/21/2013,2,2,0:00:08,0,0.00%,50.00%,$0.00 
/PhotoDetail.aspx?date=12/05/2006,2,2,0:00:07,0,0.00%,0.00%,$0.00 
/Login.aspx?ReturnUrl=/PhotoDetail.aspx?date=05/01/2010,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/Login.aspx?ReturnUrl=/PhotoDetail.aspx?date=06/07/2010,1,1,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/02/2008,1,1,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/03/2007,1,1,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/07/2006,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/07/2007,1,1,0:00:10,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/10/2009,1,1,0:00:11,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/12/2009,1,1,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/14/2007,1,1,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/20/2007,1,1,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/28/2006,1,1,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/28/2009,1,1,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/31/2008,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/01/2009,1,1,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/02/2009,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/03/2009,1,1,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/04/2010,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/PhotoDetail.aspx?date=01/05/2009,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/06/2009,1,1,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/07/2009,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/08/2009,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/09/2009,1,1,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/09/2010,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/PhotoDetail.aspx?date=01/10/2009,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/10/2010,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/PhotoDetail.aspx?date=01/12/2009,1,1,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/13/2009,1,1,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/14/2007,1,1,0:00:13,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/14/2009,1,1,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/15/2009,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/16/2009,1,1,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/17/2009,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/19/2009,1,1,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/20/2007,1,1,0:00:15,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/20/2009,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/21/2009,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/22/2009,1,1,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/23/2009,1,1,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/24/2009,1,1,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/25/2009,1,1,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/26/2009,1,1,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/27/2007,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/27/2009,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/28/2009,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/29/2009,1,1,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/30/2008,1,1,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/30/2009,1,1,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/31/2009,1,1,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/01/2006,1,1,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/04/2007,1,1,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/09/2009,1,1,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/10/2007,1,1,0:00:10,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/11/2009,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/PhotoDetail.aspx?date=02/14/2008,1,1,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/16/2008,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/20/2009,1,1,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/24/2007,1,1,0:00:08,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/25/2009,1,1,0:05:56,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/26/2007,1,1,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/28/2007,1,1,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/28/2009,1,1,0:00:08,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/02/2009,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/03/2009,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/04/2009,1,1,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/05/2007,1,1,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/05/2009,1,1,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/06/2010,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/PhotoDetail.aspx?date=02/07/2009,1,1,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/08/2009,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/09/2008,1,1,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/09/2010,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/PhotoDetail.aspx?date=02/10/2009,1,1,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/14/2007,1,1,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/15/2009,1,1,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/16/2008,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/16/2009,1,1,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/17/2008,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/17/2009,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/PhotoDetail.aspx?date=02/19/2007,1,1,0:00:09,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/21/2009,1,1,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/24/2009,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/29/2008,1,1,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/04/2006,1,1,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/06/2007,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/07/2006,1,1,0:00:08,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/07/2008,1,1,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/11/2007,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/12/2007,1,1,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/14/2006,1,1,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/15/2006,1,1,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/17/2007,1,1,0:00:04,0,0.00%,0.00%,$0.00 
/photodetail.aspx?date=03/17/2013,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/PhotoDetail.aspx?date=03/18/2006,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/PhotoDetail.aspx?date=03/20/2006,1,1,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/22/2007,1,1,0:00:02,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/22/2008,1,1,0:00:09,0,0.00%,0.00%,$0.00 
/photodetail.aspx?date=03/22/2013,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/PhotoDetail.aspx?date=03/23/2007,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/25/2006,1,1,0:00:08,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/26/2006,1,1,0:00:10,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/02/2009,1,1,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/05/2006,1,1,0:00:08,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/06/2008,1,1,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/06/2009,1,1,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/18/2006,1,1,0:00:20,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/24/2007,1,1,0:00:09,0,0.00%,0.00%,$0.00 
